IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	Source	Source_ref	Comments
o	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ʈ	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
t̪	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ȶ	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
k	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
p	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
n	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ɳ	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
n̪	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ȵ	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ŋ	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
m	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
l	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ɭ	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
l̪	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ȴ	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
r	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ɻ	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
j	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
w	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
i	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
iː	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
u	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
uː	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
a	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
aː	band1337		Bandjigali	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
t	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ʈ	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
t̪	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ȶ	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
k	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
p	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
n	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ɳ	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
n̪	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ȵ	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ŋ	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
m	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
l	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ɭ	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
l̪	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ȴ	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
r	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
ɻ	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
j	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
w	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
i	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
iː	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
u	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
uː	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
a	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
aː	darl1243		Southern Paakintyi	Hercus 1982	http://glottolog.org/resource/reference/id/7335	Please see also the general comparative notes on Australian inventories.
t	pall1243		Pallanganmiddang	Blake&Reid 1999	http://glottolog.org/resource/reference/id/4203	Please see also the general comparative notes on Australian inventories.
ʈ	pall1243		Pallanganmiddang	Blake&Reid 1999	http://glottolog.org/resource/reference/id/4203	Please see also the general comparative notes on Australian inventories.
t̪	pall1243		Pallanganmiddang	Blake&Reid 1999	http://glottolog.org/resource/reference/id/4203	Please see also the general comparative notes on Australian inventories.
ȶ	pall1243		Pallanganmiddang	Blake&Reid 1999	http://glottolog.org/resource/reference/id/4203	Please see also the general comparative notes on Australian inventories.
k	pall1243		Pallanganmiddang	Blake&Reid 1999	http://glottolog.org/resource/reference/id/4203	Please see also the general comparative notes on Australian inventories.
p	pall1243		Pallanganmiddang	Blake&Reid 1999	http://glottolog.org/resource/reference/id/4203	Please see also the general comparative notes on Australian inventories.
n	pall1243		Pallanganmiddang	Blake&Reid 1999	http://glottolog.org/resource/reference/id/4203	Please see also the general comparative notes on Australian inventories.
ɳ	pall1243		Pallanganmiddang	Blake&Reid 1999	http://glottolog.org/resource/reference/id/4203	Please see also the general comparative notes on Australian inventories.
n̪	pall1243		Pallanganmiddang	Blake&Reid 1999	http://glottolog.org/resource/reference/id/4203	Please see also the general comparative notes on Australian inventories.
ȵ	pall1243		Pallanganmiddang	Blake&Reid 1999	http://glottolog.org/resource/reference/id/4203	Please see also the general comparative notes on Australian inventories.
